entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:TVB,TICKER,TVB,CTCP Chứng khoán T-Cap,1,650.36,CTCP Chứng khoán T-Cap | Chứng khoán T-Cap,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVC,TICKER,TVC,CTCP Tập đoàn Quản lý tài sản T-Corp,1,555.94,CTCP Tập đoàn Quản lý tài sản T-Corp | Quản lý tài sản T-Corp,,Tài chính,Tài chính chuyên biệt khác,Tài chính chuyên biệt khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVD,TICKER,TVD,CTCP Than Vàng Danh - Vinacomin,1,391.18,CTCP Than Vàng Danh - Vinacomin | Than Vàng Danh - Vinacomin,,Năng lượng,Năng lượng,Than đá và nhiên liệu khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVH,TICKER,TVH,CTCP Tư vấn Xây dựng công trình Hàng hải,1,542.54,CTCP Tư vấn Xây dựng công trình Hàng hải | Tư vấn Xây dựng công trình Hàng hải,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVN,TICKER,TVN,Tổng Công ty Thép Việt Nam - CTCP,1,6034.2,Tổng Công ty Thép Việt Nam - CTCP | Thép Việt Nam,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVS,TICKER,TVS,CTCP Chứng khoán Thiên Việt,1,3461.71,CTCP Chứng khoán Thiên Việt | Chứng khoán Thiên Việt,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TVT,TICKER,TVT,Tổng Công ty Việt Thắng - CTCP,1,306.6,Tổng Công ty Việt Thắng - CTCP | Việt Thắng,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:TYA,TICKER,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,1,516.97,CTCP Dây và Cáp Điện Taya Việt Nam | Dây và Cáp Điện Taya Việt Nam,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UDC,TICKER,UDC,CTCP Đầu tư Xây dựng UDCons,2,104.12,CTCP Đầu tư Xây dựng UDCons | Đầu tư Xây dựng UDCons,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UDJ,TICKER,UDJ,CTCP Phát triển Đô thị,2,108.9,CTCP Phát triển Đô thị | Phát triển Đô thị,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UDL,TICKER,UDL,CTCP Đô thị và Môi trường Đắk Lắk,2,182.46,CTCP Đô thị và Môi trường Đắk Lắk | Đô thị và Môi trường Đắk Lắk,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ môi trường,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UIC,TICKER,UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,1,454.01,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO | Đầu tư Phát triển Nhà và Đô thị IDICO,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:ULG,TICKER,ULG,CTCP Logistics U&I,1,885.6,CTCP Logistics U&I | Logistics U&I,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:UNI,TICKER,UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,2,272.75,CTCP Đầu Tư Và Phát Triển Sao Mai Việt | Đầu Tư Và Phát Triển Sao Mai Việt,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UPC,TICKER,UPC,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,2,112.2,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu | Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:UPS,TICKER,UPS,CTCP Chứng khoán UP,1,699.29,CTCP Chứng khoán UP | Chứng khoán UP,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:V12,TICKER,V12,CTCP Xây dựng Số 12,2,128.0,CTCP Xây dựng Số 12 | Xây dựng Số 12,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:V21,TICKER,V21,CTCP Vinaconex 21,2,191.4,CTCP Vinaconex 21 | Vinaconex 21,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:V68,TICKER,V68,V68,1,759.0,,,,,,trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:VAB,TICKER,VAB,Ngân hàng TMCP Việt Á,1,8136.72,Ngân hàng TMCP Việt Á | Việt Á,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VAF,TICKER,VAF,CTCP Phân lân Nung chảy Văn Điển,1,941.63,CTCP Phân lân Nung chảy Văn Điển | Phân lân Nung chảy Văn Điển,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VAV,TICKER,VAV,CTCP VIWACO,1,1492.8,CTCP VIWACO | VIWACO,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VBB,TICKER,VBB,Ngân hàng TMCP Việt Nam Thương Tín,1,13030.45,Ngân hàng TMCP Việt Nam Thương Tín | Việt Nam Thương Tín,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VBC,TICKER,VBC,CTCP Nhựa - Bao bì Vinh,2,144.75,CTCP Nhựa - Bao bì Vinh | Nhựa - Bao bì Vinh,,Nguyên vật liệu,Vật liệu xây dựng,Bao bì và đóng gói,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VC1,TICKER,VC1,CTCP Xây dựng Số 1,2,129.6,CTCP Xây dựng Số 1 | Xây dựng Số 1,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VC2,TICKER,VC2,CTCP Đầu tư và Xây dựng Vina2,2,234.5,CTCP Đầu tư và Xây dựng Vina2 | Đầu tư và Xây dựng Vina2,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VC3,TICKER,VC3,CTCP Tập đoàn Nam Mê Kông,1,3496.69,CTCP Tập đoàn Nam Mê Kông | Nam Mê Kông,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VC6,TICKER,VC6,CTCP Xây dựng và Đầu tư Visicons,2,249.33,CTCP Xây dựng và Đầu tư Visicons | Xây dựng và Đầu tư Visicons,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VC7,TICKER,VC7,CTCP Tập đoàn BGI,1,653.42,CTCP Tập đoàn BGI | BGI,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCB,TICKER,VCB,Ngân hàng TMCP Ngoại thương Việt Nam,1,488807.0,Ngân hàng TMCP Ngoại thương Việt Nam | Ngoại thương Việt Nam | Vietcombank,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCC,TICKER,VCC,CTCP Vinaconex 25,2,225.6,CTCP Vinaconex 25 | Vinaconex 25,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCF,TICKER,VCF,CTCP Vinacafé Biên Hòa,1,7894.0,CTCP Vinacafé Biên Hòa | Vinacafé Biên Hòa,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCG,TICKER,VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,1,10053.74,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam | Xuất nhập khẩu và Xây dựng Việt Nam,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCI,TICKER,VCI,CTCP Chứng khoán Vietcap,1,22583.75,CTCP Chứng khoán Vietcap | Chứng khoán Vietcap | Vietcap | VietCap,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCK,TICKER,VCK,CTCP Chứng khoán VPS,1,69151.72,CTCP Chứng khoán VPS | Chứng khoán VPS,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:VCP,TICKER,VCP,CTCP Xây Dựng Và Năng Lượng VCP,1,1969.06,CTCP Xây Dựng Và Năng Lượng VCP | Xây Dựng Và Năng Lượng VCP,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCR,TICKER,VCR,CTCP Đầu tư và Phát triển Du lịch ITC,1,10143.0,CTCP Đầu tư và Phát triển Du lịch ITC | Đầu tư và Phát triển Du lịch ITC,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCS,TICKER,VCS,CTCP Vicostone,1,4960.0,CTCP Vicostone | Vicostone,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCW,TICKER,VCW,CTCP Đầu tư Nước sạch Sông Đà,1,2857.5,CTCP Đầu tư Nước sạch Sông Đà | Đầu tư Nước sạch Sông Đà,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VCX,TICKER,VCX,CTCP Xi măng Yên Bình,1,318.36,CTCP Xi măng Yên Bình | Xi măng Yên Bình,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VDG,TICKER,VDG,CTCP Vạn Đạt Group,2,103.75,CTCP Vạn Đạt Group | Vạn Đạt Group,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VDL,TICKER,VDL,CTCP Thực phẩm Lâm Đồng,2,175.89,CTCP Thực phẩm Lâm Đồng | Thực phẩm Lâm Đồng,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VDN,TICKER,VDN,CTCP Vinatex Đà Nẵng,2,154.8,CTCP Vinatex Đà Nẵng | Vinatex Đà Nẵng,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VDP,TICKER,VDP,CTCP Dược phẩm Trung ương VIDIPHA,1,794.12,CTCP Dược phẩm Trung ương VIDIPHA | Dược phẩm Trung ương VIDIPHA,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VDS,TICKER,VDS,CTCP Chứng khoán Rồng Việt,1,2828.8,CTCP Chứng khoán Rồng Việt | Chứng khoán Rồng Việt,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VE4,TICKER,VE4,CTCP Xây dựng Điện VNECO4,1,787.28,CTCP Xây dựng Điện VNECO4 | Xây dựng Điện VNECO4,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VEA,TICKER,VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,1,47571.04,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP | Máy động lực và Máy nông nghiệp Việt Nam,,Công nghiệp,Tư liệu sản xuất,Máy công nghiệp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VEC,TICKER,VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,1,1401.6,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam | Điện tử và Tin học Việt Nam,,Công nghệ,Phần cứng,Phần cứng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VEF,TICKER,VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,1,12961.56,CTCP Trung tâm Hội chợ Triển lãm Việt Nam | Trung tâm Hội chợ Triển lãm Việt Nam,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ hỗ trợ khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VES,TICKER,VES,CTCP Tập đoàn VinaLiving,1,1131.86,CTCP Tập đoàn VinaLiving | VinaLiving,,Bất động sản,Quản lý và phát triển bất động sản,Vận hành bất động sản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VET,TICKER,VET,CTCP Thuốc thú y Trung ương Navetco,2,238.4,CTCP Thuốc thú y Trung ương Navetco | Thuốc thú y Trung ương Navetco,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VFC,TICKER,VFC,CTCP Vinafco,1,3434.19,CTCP Vinafco | Vinafco,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VFG,TICKER,VFG,CTCP Khử trùng Việt Nam,1,1822.84,CTCP Khử trùng Việt Nam | Khử trùng Việt Nam,,Hàng tiêu dùng thiết yếu,Sản phẩm cá nhân & hộ gia đình,Sản phẩm gia dụng không lâu bền,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
SECURITY_OTHER:VFMVF1,SECURITY_OTHER,VFMVF1,VFMVF1,1,,,,Tài chính,Quỹ,Quỹ,industry_classification/industry_classification.xlsx
SECURITY_OTHER:VFMVF4,SECURITY_OTHER,VFMVF4,VFMVF4,1,,,,Tài chính,Quỹ,Quỹ,industry_classification/industry_classification.xlsx
SECURITY_OTHER:VFMVFA,SECURITY_OTHER,VFMVFA,VFMVFA,1,,,,Tài chính,Quỹ,Quỹ,industry_classification/industry_classification.xlsx
TICKER:VFR,TICKER,VFR,CTCP Vận tải và Thuê tàu,2,141.0,CTCP Vận tải và Thuê tàu | Vận tải và Thuê tàu,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VFS,TICKER,VFS,CTCP Chứng khoán Nhất Việt,1,1539.63,CTCP Chứng khoán Nhất Việt | Chứng khoán Nhất Việt,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGC,TICKER,VGC,Tổng Công ty Viglacera - CTCP,1,17171.81,Tổng Công ty Viglacera - CTCP | Viglacera,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGG,TICKER,VGG,Tổng Công ty cổ phần May Việt Tiến,1,1653.75,Tổng Công ty cổ phần May Việt Tiến | May Việt Tiến,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGI,TICKER,VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,1,252636.34,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel | Đầu tư Quốc tế Viettel,,Dịch vụ viễn thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa ngành,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGL,TICKER,VGL,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,2,191.17,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel | Mạ Kẽm Công Nghiệp Vingal - Vnsteel,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGP,TICKER,VGP,CTCP Cảng Rau Quả,2,219.13,CTCP Cảng Rau Quả | Cảng Rau Quả,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGR,TICKER,VGR,CTCP Cảng Xanh Vip,1,10031.45,CTCP Cảng Xanh Vip | Cảng Xanh Vip,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGS,TICKER,VGS,CTCP Ống thép Việt - Đức VG PIPE,1,990.54,CTCP Ống thép Việt - Đức VG PIPE | Ống thép Việt - Đức VG PIPE,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGT,TICKER,VGT,Tập đoàn Dệt May Việt Nam,1,5300.0,Tập đoàn Dệt May Việt Nam | Dệt May Việt Nam,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VGV,TICKER,VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,1,1820.92,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP | Tư vấn Xây dựng Việt Nam,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VHC,TICKER,VHC,CTCP Vĩnh Hoàn,1,10535.49,CTCP Vĩnh Hoàn | Vĩnh Hoàn,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VHG,TICKER,VHG,CTCP Đầu tư Phát triển Việt Trung Nam,2,240.0,CTCP Đầu tư Phát triển Việt Trung Nam | Đầu tư Phát triển Việt Trung Nam,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Gỗ và các sản phẩm từ gỗ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VHL,TICKER,VHL,CTCP Viglacera Hạ Long,2,232.5,CTCP Viglacera Hạ Long | Viglacera Hạ Long,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VHM,TICKER,VHM,CTCP Vinhomes,1,589002.88,CTCP Vinhomes | Vinhomes,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIB,TICKER,VIB,Ngân hàng TMCP Quốc tế Việt Nam,1,49387.87,Ngân hàng TMCP Quốc tế Việt Nam | Quốc tế Việt Nam | Ngân hàng Quốc tế,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIC,TICKER,VIC,Tập đoàn VINGROUP - CTCP,1,1873791.76,Tập đoàn VINGROUP - CTCP | VINGROUP | Vingroup | VinFast | VinFast Auto | Vinpearl | Vinschool | Vinmec | Xanh SM | GSM,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VID,TICKER,VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,2,183.35,CTCP Đầu tư Phát triển Thương mại Viễn Đông | Đầu tư Phát triển Thương mại Viễn Đông,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Giấy,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIF,TICKER,VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,1,5285.0,Tổng Công ty Lâm nghiệp Việt Nam - CTCP | Lâm nghiệp Việt Nam,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Gỗ và các sản phẩm từ gỗ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIG,TICKER,VIG,CTCP Chứng khoán Đầu tư tài chính Việt Nam,2,176.02,CTCP Chứng khoán Đầu tư tài chính Việt Nam | Chứng khoán Đầu tư tài chính Việt Nam,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIH,TICKER,VIH,CTCP Viglacera Hà Nội,2,156.8,CTCP Viglacera Hà Nội | Viglacera Hà Nội,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIN,TICKER,VIN,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,1,428.4,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam | Giao nhận Kho vận Ngoại Thương Việt Nam,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIP,TICKER,VIP,CTCP Vận tải Xăng dầu VIPCO,1,659.38,CTCP Vận tải Xăng dầu VIPCO | Vận tải Xăng dầu VIPCO,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIT,TICKER,VIT,CTCP Viglacera Tiên Sơn,1,1987.24,CTCP Viglacera Tiên Sơn | Viglacera Tiên Sơn,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIW,TICKER,VIW,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam,1,1351.83,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam | Đầu tư Nước và Môi trường Việt Nam,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VIX,TICKER,VIX,CTCP Chứng khoán VIX,1,32417.13,CTCP Chứng khoán VIX | Chứng khoán VIX,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
