entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:VJC,TICKER,VJC,CTCP Hàng không Vietjet,1,94521.74,CTCP Hàng không Vietjet | Hàng không Vietjet | Vietjet | Vietjet Air,,Công nghiệp,Vận tải,Vận tải hàng không,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VLB,TICKER,VLB,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,1,2224.83,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa | Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VLC,TICKER,VLC,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,1,2486.15,Tổng Công ty Chăn Nuôi Việt Nam - CTCP | Chăn Nuôi Việt Nam,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VLG,TICKER,VLG,CTCP VIMC Logistics,2,104.8,CTCP VIMC Logistics | VIMC Logistics,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VLS,TICKER,VLS,CTCP Sản xuất Thép Việt Long,2,242.55,CTCP Sản xuất Thép Việt Long | Sản xuất Thép Việt Long,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:VLW,TICKER,VLW,CTCP Cấp nước Vĩnh Long,1,861.22,CTCP Cấp nước Vĩnh Long | Cấp nước Vĩnh Long,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VMC,TICKER,VMC,CTCP Vimeco,2,112.11,CTCP Vimeco | Vimeco,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VMD,TICKER,VMD,CTCP Y Dược phẩm Vimedimex,2,208.44,CTCP Y Dược phẩm Vimedimex | Y Dược phẩm Vimedimex,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VMK,TICKER,VMK,CTCP Vimarko,2,170.06,CTCP Vimarko | Vimarko,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VMS,TICKER,VMS,CTCP Phát triển Hàng Hải,1,324.0,CTCP Phát triển Hàng Hải | Phát triển Hàng Hải,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VMT,TICKER,VMT,CTCP Giao nhận Vận tải miền Trung,2,101.97,CTCP Giao nhận Vận tải miền Trung | Giao nhận Vận tải miền Trung,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNA,TICKER,VNA,CTCP Vận tải Biển Vinaship,1,462.4,CTCP Vận tải Biển Vinaship | Vận tải Biển Vinaship,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNB,TICKER,VNB,CTCP Sách Việt Nam,1,1188.16,CTCP Sách Việt Nam | Sách Việt Nam,,Hàng tiêu dùng không thiết yếu,Truyền thông và xuất bản,Truyền thông và xuất bản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNC,TICKER,VNC,CTCP Tập đoàn Vinacontrol,1,732.87,CTCP Tập đoàn Vinacontrol | Vinacontrol,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VND,TICKER,VND,CTCP Chứng khoán VNDIRECT,1,22225.58,CTCP Chứng khoán VNDIRECT | Chứng khoán VNDIRECT | VNDirect | VNDIRECT,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNE,TICKER,VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,2,164.11,Tổng Công ty cổ phần Xây dựng Điện Việt Nam | Xây dựng Điện Việt Nam,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNF,TICKER,VNF,CTCP Vinafreight,1,412.1,CTCP Vinafreight | Vinafreight,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNG,TICKER,VNG,CTCP Du lịch Thành Thành Công,1,546.69,CTCP Du lịch Thành Thành Công | Du lịch Thành Thành Công,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNL,TICKER,VNL,CTCP Logistics Vinalink,2,282.85,CTCP Logistics Vinalink | Logistics Vinalink,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNM,TICKER,VNM,CTCP Sữa Việt Nam,1,123934.36,CTCP Sữa Việt Nam | Sữa Việt Nam | Vinamilk,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNP,TICKER,VNP,CTCP Nhựa Việt Nam,1,341.95,CTCP Nhựa Việt Nam | Nhựa Việt Nam,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNR,TICKER,VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,1,3707.64,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam | Tái Bảo hiểm Quốc gia Việt Nam,,Tài chính,Bảo hiểm,Bảo hiểm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNS,TICKER,VNS,CTCP Ánh Dương Việt Nam,1,417.33,CTCP Ánh Dương Việt Nam | Ánh Dương Việt Nam,,Công nghiệp,Vận tải,Vận tải đường bộ & đường sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNT,TICKER,VNT,CTCP Giao nhận Vận tải Ngoại thương,1,647.46,CTCP Giao nhận Vận tải Ngoại thương | Giao nhận Vận tải Ngoại thương,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VNZ,TICKER,VNZ,CTCP Tập đoàn VNG,1,17434.57,CTCP Tập đoàn VNG | VNG,,Công nghệ,Phần mềm,Phần mềm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VOC,TICKER,VOC,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,1,1339.8,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP | Công Nghiệp Dầu Thực Vật Việt Nam,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VOS,TICKER,VOS,CTCP Vận tải Biển Việt Nam,1,1589.0,CTCP Vận tải Biển Việt Nam | Vận tải Biển Việt Nam,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPB,TICKER,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,1,215802.73,Ngân hàng TMCP Việt Nam Thịnh Vượng | Việt Nam Thịnh Vượng | VPBank | FE Credit | FE CREDIT | VPBankS,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPD,TICKER,VPD,CTCP Phát triển Điện lực Việt Nam,1,2174.43,CTCP Phát triển Điện lực Việt Nam | Phát triển Điện lực Việt Nam,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPG,TICKER,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,2,136.16,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát | Đầu tư Thương mại Xuất nhập khẩu Việt Phát,,Năng lượng,Năng lượng,Than đá và nhiên liệu khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPH,TICKER,VPH,CTCP Vạn Phát Hưng,2,276.54,CTCP Vạn Phát Hưng | Vạn Phát Hưng,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPI,TICKER,VPI,CTCP Phát triển Bất động sản Văn Phú,1,21228.89,CTCP Phát triển Bất động sản Văn Phú | Phát triển Bất động sản Văn Phú,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPL,TICKER,VPL,CTCP Vinpearl,1,150995.89,CTCP Vinpearl | Vinpearl,,Bất động sản,Quản lý và phát triển bất động sản,Vận hành bất động sản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPS,TICKER,VPS,CTCP Thuốc sát trùng Việt Nam,2,206.69,CTCP Thuốc sát trùng Việt Nam | Thuốc sát trùng Việt Nam,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPW,TICKER,VPW,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,2,103.87,CTCP Cấp thoát nước Số 1 Vĩnh Phúc | Cấp thoát nước Số 1 Vĩnh Phúc,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VPX,TICKER,VPX,CTCP Chứng khoán VPBank,1,43968.75,CTCP Chứng khoán VPBank | Chứng khoán VPBank,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:VRC,TICKER,VRC,CTCP Bất động sản và Đầu tư VRC,1,580.0,CTCP Bất động sản và Đầu tư VRC | Bất động sản và Đầu tư VRC,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VRE,TICKER,VRE,CTCP Vincom Retail,1,58512.2,CTCP Vincom Retail | Vincom Retail | Vincom,,Bất động sản,Quản lý và phát triển bất động sản,Vận hành bất động sản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VRG,TICKER,VRG,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,1,334.04,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam | Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,,Bất động sản,Quản lý và phát triển bất động sản,Vận hành bất động sản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSA,TICKER,VSA,CTCP Đại lý Hàng hải Việt Nam,2,253.74,CTCP Đại lý Hàng hải Việt Nam | Đại lý Hàng hải Việt Nam,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSC,TICKER,VSC,CTCP Container Việt Nam,1,4754.5,CTCP Container Việt Nam | Container Việt Nam,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSF,TICKER,VSF,Tổng Công ty Lương thực Miền Nam - CTCP,1,13000.0,Tổng Công ty Lương thực Miền Nam - CTCP | Lương thực Miền Nam,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSH,TICKER,VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,1,9733.14,CTCP Thủy điện Vĩnh Sơn - Sông Hinh | Thủy điện Vĩnh Sơn - Sông Hinh,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSI,TICKER,VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,2,244.2,CTCP Đầu tư và Xây dựng Cấp thoát nước | Đầu tư và Xây dựng Cấp thoát nước,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VSN,TICKER,VSN,CTCP Việt Nam Kỹ nghệ Súc sản,1,1051.64,CTCP Việt Nam Kỹ nghệ Súc sản | Việt Nam Kỹ nghệ Súc sản,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VST,TICKER,VST,CTCP Vận tải và Thuê tàu biển Việt Nam,2,200.1,CTCP Vận tải và Thuê tàu biển Việt Nam | Vận tải và Thuê tàu biển Việt Nam,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VTB,TICKER,VTB,CTCP Viettronics Tân Bình,2,141.54,CTCP Viettronics Tân Bình | Viettronics Tân Bình,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VTD,TICKER,VTD,CTCP Vietourist Holdings,2,105.6,CTCP Vietourist Holdings | Vietourist Holdings,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VTE,TICKER,VTE,CTCP VINACAP Kim Long,2,109.2,CTCP VINACAP Kim Long | VINACAP Kim Long,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VTH,TICKER,VTH,CTCP Dây cáp Điện Việt Thái,2,106.82,CTCP Dây cáp Điện Việt Thái | Dây cáp Điện Việt Thái,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:VTK,TICKER,VTK,CTCP Tư Vấn Và Dịch Vụ Viettel,1,438.86,CTCP Tư Vấn Và Dịch Vụ Viettel | Tư Vấn Và Dịch Vụ Viettel,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
